Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCW42,3386.0,OUT045
NCX06,2938.0,OUT049
FDC37,3198.0,OUT027
FDZ14,1770.0,OUT018
DRG49,3976.0,OUT049
NCG06,3934.0,OUT045
DRC36,2724.0,OUT045
FDV21,52.0,OUT019
FDB53,2357.0,OUT046
DRP47,2052.0,OUT019
FDA14,2360.0,OUT013
DRC24,2564.0,OUT035
FDW21,1450.0,OUT018
NCH29,1553.0,OUT046
FDU58,3096.0,OUT013
FDY27,2924.0,OUT017
FDV56,1934.0,OUT035
FDT59,3653.0,OUT046
FDB23,3629.0,OUT046
FDR49,672.0,OUT045
FDB03,1920.0,OUT010
FDN39,2600.0,OUT045
FDX02,4986.0,OUT027
FDQ16,3190.0,OUT027
FDU35,1370.0,OUT018
NCT29,1967.0,OUT013
FDZ27,825.0,OUT046
FDN57,2328.0,OUT017
FDA03,2138.0,OUT018
FDZ36,2904.0,OUT045
NCU05,1331.0,OUT013
FDT39,2222.0,OUT018
FDK60,1710.0,OUT017
FDZ25,2844.0,OUT017
FDG12,2037.0,OUT046
DRB01,1132.0,OUT019
NCC43,5380.0,OUT027
FDX13,2020.0,OUT019
FDM22,1042.0,OUT049
FDJ03,2318.0,OUT027
FDU14,3708.0,OUT018
FDB33,620.0,OUT010
FDP27,3009.0,OUT046
FDO38,-676.0,OUT010
FDE28,5166.0,OUT027
FDO27,1692.0,OUT035
DRL23,3184.0,OUT027
FDS28,973.0,OUT046
FDX24,1552.0,OUT013
FDZ02,1734.0,OUT035
FDL46,1786.0,OUT045
FDS60,4294.0,OUT027
NCO06,617.0,OUT017
FDO16,1504.0,OUT035
FDC60,1558.0,OUT049
FDA48,3232.0,OUT018
FDZ36,4462.0,OUT027
FDK27,1850.0,OUT045
FDW23,410.0,OUT018
FDM14,1538.0,OUT018
FDM14,1792.0,OUT013
FDW60,2642.0,OUT018
FDE21,1920.0,OUT013
NCM42,1859.0,OUT035
FDY59,-384.0,OUT010
DRI49,1408.0,OUT049
FDT28,500.0,OUT019
FDQ22,438.0,OUT018
FDR60,1342.0,OUT049
FDC50,-404.0,OUT019
FDV24,2464.0,OUT013
DRF48,1050.0,OUT010
FDQ47,649.0,OUT046
DRN36,1684.0,OUT049
NCY06,2152.0,OUT035
FDE52,1642.0,OUT035
NCB54,1912.0,OUT045
NCF31,2527.0,OUT035
FDJ08,4454.0,OUT027
NCC07,1768.0,OUT017
NCD19,2350.0,OUT027
FDL46,2014.0,OUT049
FDM20,3806.0,OUT045
NCI06,910.0,OUT010
DRM11,4216.0,OUT035
NCH07,2238.0,OUT018
FDS23,2096.0,OUT013
FDO49,638.0,OUT018
FDS35,1170.0,OUT049
DRK39,1264.0,OUT045
DRI39,1060.0,OUT049
FDV04,2632.0,OUT017
NCN14,2987.0,OUT035
FDH08,3700.0,OUT013
FDS20,2909.0,OUT046
FDV40,1354.0,OUT049
FDZ48,-148.0,OUT010
FDS24,2918.0,OUT027
FDK44,2866.0,OUT049
FDS48,2316.0,OUT045
FDK26,1108.0,OUT010
FDD23,2956.0,OUT045
NCH54,2619.0,OUT017
NCP14,-254.0,OUT010
FDM60,-1184.0,OUT010
FDV24,2500.0,OUT017
FDH08,3378.0,OUT018
FDS12,3470.0,OUT027
FDR39,4318.0,OUT027
FDP12,2134.0,OUT027
DRF60,5204.0,OUT027
FDC09,1834.0,OUT035
FDF50,2914.0,OUT018
FDG28,4038.0,OUT035
NCE19,966.0,OUT017
NCM53,-210.0,OUT010
NCN18,1854.0,OUT049
FDF32,3290.0,OUT035
FDF11,3888.0,OUT013
DRI59,3684.0,OUT049
NCG54,2789.0,OUT035
FDM44,1637.0,OUT046
FDT57,3496.0,OUT018
FDV24,2413.0,OUT046
FDI50,1764.0,OUT019
FDS09,1022.0,OUT035
NCC31,3896.0,OUT027
FDQ07,1596.0,OUT019
FDC22,3164.0,OUT017
FDZ56,2693.0,OUT046
FDZ40,-1012.0,OUT019
FDS46,3406.0,OUT027
DRD24,2156.0,OUT045
FDV45,3088.0,OUT017
FDL26,2392.0,OUT045
FDA56,1736.0,OUT018
FDN27,1913.0,OUT046
FDM20,3986.0,OUT049
FDO16,1438.0,OUT017
FDL03,3286.0,OUT035
FDE58,1901.0,OUT046
FDI02,3298.0,OUT027
NCC55,-1256.0,OUT019
FDR03,3088.0,OUT018
FDB14,1632.0,OUT017
FDR45,3856.0,OUT013
NCN07,2138.0,OUT017
FDM51,-192.0,OUT019
FDT52,5374.0,OUT027
FDL26,2461.0,OUT046
NCZ42,3761.0,OUT046
DRI47,424.0,OUT019
FDW40,2336.0,OUT013
FDN34,2749.0,OUT046
FDS01,2964.0,OUT035
NCG55,1760.0,OUT045
FDC11,1526.0,OUT035
FDX35,3384.0,OUT018
NCB06,2517.0,OUT046
FDR09,2180.0,OUT019
FDC53,1656.0,OUT017
FDY45,4080.0,OUT013
FDA22,760.0,OUT010
FDE02,1650.0,OUT035
FDW21,1604.0,OUT045
FDV34,1261.0,OUT046
FDS59,1910.0,OUT049
NCW17,2110.0,OUT017
NCK54,1905.0,OUT046
FDG17,2008.0,OUT019
FDG35,2900.0,OUT017
FDD08,-1272.0,OUT010
NCO07,3408.0,OUT017
FDJ10,372.0,OUT010
FDW36,1760.0,OUT017
FDW21,-252.0,OUT010
FDY19,1982.0,OUT017
DRE03,838.0,OUT013
NCC55,738.0,OUT049
FDH52,-816.0,OUT010
FDO09,4304.0,OUT017
FDU43,3746.0,OUT045
FDX09,852.0,OUT010
FDH40,-524.0,OUT019
FDW58,1784.0,OUT017
FDC47,3664.0,OUT017
NCR41,1640.0,OUT035
DRG49,3984.0,OUT035
FDC52,3942.0,OUT027
FDY13,1221.0,OUT046
FDY35,840.0,OUT013
FDI35,2978.0,OUT017
NCU18,2330.0,OUT049
FDY33,2328.0,OUT018
FDC15,3934.0,OUT027
FDU01,3126.0,OUT049
NCU42,2677.0,OUT046
NCV29,2556.0,OUT018
NCY30,2965.0,OUT017
FDQ46,1902.0,OUT049
FDG58,3950.0,OUT027
FDK33,3466.0,OUT017
NCD07,1758.0,OUT045
NCX29,3720.0,OUT027
NCT42,2383.0,OUT013
DRN59,906.0,OUT035
FDI44,1404.0,OUT035
FDA45,2926.0,OUT049
FDP31,1020.0,OUT045
FDY01,1881.0,OUT046
FDT09,1942.0,OUT018
DRH03,2992.0,OUT027
FDA36,2728.0,OUT018
NCF31,2501.0,OUT017
FDG14,2570.0,OUT049
FDG28,5394.0,OUT027
FDU14,4066.0,OUT049
FDY47,240.0,OUT019
FDI56,1558.0,OUT049
DRD01,1026.0,OUT013
FDM22,969.0,OUT046
FDH33,748.0,OUT013
DRZ24,1954.0,OUT013
NCQ38,1673.0,OUT046
FDO16,2822.0,OUT027
FDU07,3830.0,OUT027
NCB07,3091.0,OUT013
FDU48,2018.0,OUT045
NCM43,2510.0,OUT045
FDR31,432.0,OUT010
DRK49,464.0,OUT018
NCI30,1910.0,OUT010
DRD60,2966.0,OUT017
NCG19,3677.0,OUT046
FDH12,1806.0,OUT035
FDM32,1624.0,OUT035
FDM27,2644.0,OUT035
NCU53,4068.0,OUT027
NCQ18,1555.0,OUT046
FDS10,2896.0,OUT013
FDB33,3966.0,OUT027
FDI12,1480.0,OUT013
NCW42,3517.0,OUT013
NCC06,1788.0,OUT018
FDW02,2160.0,OUT017
NCD43,1745.0,OUT017
FDM57,1150.0,OUT018
FDA58,3832.0,OUT017
FDK56,2937.0,OUT046
FDP52,3616.0,OUT045
FDW20,1754.0,OUT018
FDS52,1730.0,OUT049
NCT29,1646.0,OUT018
NCL54,2835.0,OUT013
FDC05,3092.0,OUT045
FDF34,3302.0,OUT035
FDP03,3494.0,OUT027
FDD32,-512.0,OUT010
FDZ10,1954.0,OUT045
FDZ40,1022.0,OUT035
FDD51,492.0,OUT018
NCY30,928.0,OUT019
FDP58,3524.0,OUT017
FDV49,4260.0,OUT017
FDY24,-1000.0,OUT019
NCO55,1771.0,OUT017
FDR13,2010.0,OUT017
FDS51,1116.0,OUT017
FDP26,1590.0,OUT045
NCB54,3494.0,OUT027
FDF32,3220.0,OUT017
FDN31,2752.0,OUT018
DRM48,694.0,OUT017
FDN20,2802.0,OUT049
DRL01,3739.0,OUT046
FDV56,1890.0,OUT049
DRH13,3192.0,OUT027
FDA03,2468.0,OUT017
FDF47,4990.0,OUT027
FDX32,2385.0,OUT046
FDX57,1722.0,OUT049
NCA30,2894.0,OUT045
FDO49,924.0,OUT013
FDL04,-236.0,OUT019
DRM48,750.0,OUT035
FDR16,3448.0,OUT013
NCC19,2776.0,OUT018
NCE42,3616.0,OUT045
FDY24,1040.0,OUT017
FDH19,2894.0,OUT049
FDJ46,2808.0,OUT013
FDN45,1612.0,OUT010
FDY08,2382.0,OUT035
FDZ37,1598.0,OUT035
NCT30,664.0,OUT045
DRY23,506.0,OUT018
NCZ30,1684.0,OUT018
FDC44,1558.0,OUT018
FDB45,1814.0,OUT035
FDY04,2688.0,OUT013
FDM27,2565.0,OUT046
FDZ43,3952.0,OUT017
FDT39,552.0,OUT019
NCC06,96.0,OUT019
FDL15,3902.0,OUT027
FDL57,4198.0,OUT017
FDU08,1601.0,OUT046
FDK40,4278.0,OUT017
FDQ12,1704.0,OUT010
FDS48,2508.0,OUT017
FDP09,3266.0,OUT045
FDW21,1774.0,OUT049
FDY25,3014.0,OUT035
DRE13,1478.0,OUT017
FDV43,-1196.0,OUT019
FDD22,1694.0,OUT045
FDM46,-452.0,OUT019
NCO30,1002.0,OUT010
FDM25,2813.0,OUT046
NCN41,2042.0,OUT049
FDU24,1462.0,OUT045
FDZ50,2965.0,OUT046
FDP45,4064.0,OUT013
NCM54,1902.0,OUT045
FDW10,884.0,OUT019
FDP20,2138.0,OUT017
FDK32,2465.0,OUT046
FDN52,1562.0,OUT049
FDM58,1746.0,OUT045
FDZ46,3238.0,OUT027
NCA18,1606.0,OUT018
FDD35,1969.0,OUT046
NCK31,924.0,OUT035
FDI40,3110.0,OUT027
FDT50,-296.0,OUT019
NCT06,2601.0,OUT046
FDT31,3110.0,OUT035
FDT45,994.0,OUT049
FDT13,2888.0,OUT045
FDO50,1388.0,OUT045
NCU18,294.0,OUT010
NCR54,3166.0,OUT049
NCO18,2560.0,OUT018
FDU09,888.0,OUT045
FDT13,2744.0,OUT018
FDE09,1813.0,OUT046
NCK53,-296.0,OUT019
FDG45,3478.0,OUT049
DRH15,876.0,OUT035
FDO21,1700.0,OUT019
FDD14,4350.0,OUT027
FDC09,1713.0,OUT046
FDH45,2222.0,OUT027
FDV32,1061.0,OUT046
FDG12,2114.0,OUT035
FDS32,2336.0,OUT013
NCL55,3704.0,OUT018
DRE01,3950.0,OUT035
DRE15,1376.0,OUT049
NCL42,3788.0,OUT045
FDP31,1128.0,OUT013
FDN33,1310.0,OUT018
FDZ59,2661.0,OUT046
FDE45,920.0,OUT010
FDJ07,1952.0,OUT013
FDQ45,2754.0,OUT018
FDM33,4918.0,OUT027
FDO15,-624.0,OUT010
FDM46,1512.0,OUT013
FDR03,3238.0,OUT045
FDY49,2462.0,OUT018
FDQ60,1852.0,OUT045
FDW10,2906.0,OUT049
FDO51,914.0,OUT049
FDJ40,1562.0,OUT018
FDS20,2652.0,OUT018
FDU45,1900.0,OUT013
FDV02,2818.0,OUT035
FDN09,3837.0,OUT046
NCM55,4384.0,OUT027
FDN23,2114.0,OUT018
FDY31,396.0,OUT010
FDW03,-148.0,OUT010
FDD14,2885.0,OUT046
FDV23,2094.0,OUT017
DRI03,2714.0,OUT045
FDN13,1706.0,OUT035
FDF45,2502.0,OUT027
FDU46,1600.0,OUT035
FDB57,3678.0,OUT049
FDV12,1766.0,OUT049
FDQ58,2480.0,OUT013
NCA18,1917.0,OUT017
FDH52,1170.0,OUT049
FDM24,2202.0,OUT018
NCP43,4306.0,OUT027
NCO18,872.0,OUT019
FDM32,1580.0,OUT017
NCL07,714.0,OUT017
FDK03,4084.0,OUT013
FDP59,1782.0,OUT017
FDQ24,4062.0,OUT049
FDQ16,1520.0,OUT018
FDU44,2648.0,OUT013
FDH28,-1228.0,OUT010
FDV28,-1268.0,OUT019
FDM22,856.0,OUT045
FDR56,3149.0,OUT046
FDV39,3246.0,OUT049
FDU37,-556.0,OUT019
FDQ11,2152.0,OUT010
FDX02,3446.0,OUT045
NCS42,1220.0,OUT018
FDY57,3022.0,OUT027
FDB21,3910.0,OUT049
FDE28,3762.0,OUT017
FDQ55,1968.0,OUT017
FDA48,3618.0,OUT049
FDZ19,2670.0,OUT045
NCC43,3862.0,OUT045
NCV18,1291.0,OUT046
NCA42,2276.0,OUT018
FDY45,4065.0,OUT046
NCC30,2724.0,OUT045
FDM57,1472.0,OUT013
FDL09,756.0,OUT010
FDB09,3446.0,OUT027
FDT44,2024.0,OUT035
NCT06,4048.0,OUT027
FDX26,3010.0,OUT049
FDK32,2536.0,OUT013
DRA12,2299.0,OUT046
FDO46,1136.0,OUT010
FDE52,1512.0,OUT013
NCH42,3520.0,OUT045
FDV08,858.0,OUT035
FDB47,3088.0,OUT018
FDC28,-124.0,OUT010
FDD22,1817.0,OUT046
FDS07,3306.0,OUT027
DRI13,3354.0,OUT045
FDG32,3258.0,OUT018
FDU14,4048.0,OUT017
FDD28,-916.0,OUT019
NCP41,1823.0,OUT017
FDS08,2882.0,OUT049
FDX47,2468.0,OUT045
FDC53,-280.0,OUT019
FDQ19,3998.0,OUT035
FDL14,2428.0,OUT045
FDM33,1588.0,OUT019
FDA51,1760.0,OUT045
FDZ27,588.0,OUT018
FDT04,701.0,OUT046
DRC13,2172.0,OUT049
FDR16,4898.0,OUT027
FDQ03,5238.0,OUT027
FDE38,2792.0,OUT035
DRH23,2376.0,OUT027
FDT11,1124.0,OUT019
FDD09,2990.0,OUT035
FDR40,1304.0,OUT045
FDX07,3076.0,OUT017
FDR07,1682.0,OUT035
FDA51,1952.0,OUT017
FDT59,1748.0,OUT019
FDF20,3180.0,OUT017
FDR13,1804.0,OUT045
FDY26,3490.0,OUT049
FDW04,2224.0,OUT017
FDK52,3676.0,OUT017
FDN60,2598.0,OUT049
FDM09,840.0,OUT019
FDP46,1538.0,OUT049
FDB50,-652.0,OUT019
NCQ29,4150.0,OUT049
FDP16,5334.0,OUT027
FDX33,2362.0,OUT018
FDP07,1148.0,OUT010
FDN22,4013.0,OUT046
FDF39,4294.0,OUT049
FDS21,1142.0,OUT017
NCM42,1741.0,OUT013
FDK50,712.0,OUT019
DRF13,3808.0,OUT027
FDH35,2370.0,OUT018
FDP60,1384.0,OUT018
DRJ49,3560.0,OUT027
NCT42,440.0,OUT019
FDE38,2770.0,OUT049
FDI04,3298.0,OUT049
NCH54,2386.0,OUT045
FDT56,1114.0,OUT049
DRD15,3428.0,OUT018
FDV58,3104.0,OUT013
FDP21,3126.0,OUT049
FDH05,3764.0,OUT013
FDR10,4030.0,OUT027
NCP06,2264.0,OUT045
FDF33,1830.0,OUT049
DRK37,3038.0,OUT013
DRH49,1288.0,OUT045
FDT58,2696.0,OUT013
FDD41,1484.0,OUT018
FDP40,1584.0,OUT018
FDM51,3154.0,OUT027
FDO45,-464.0,OUT010
FDW33,-220.0,OUT010
FDY24,848.0,OUT045
FDB10,1840.0,OUT010
FDM40,2370.0,OUT035
NCI06,2926.0,OUT017
FDW12,440.0,OUT019
FDX48,3974.0,OUT027
NCW05,3130.0,OUT027
FDX27,1668.0,OUT017
DRM37,3044.0,OUT045
FDA38,3726.0,OUT045
FDR36,717.0,OUT046
FDZ45,3149.0,OUT046
FDG05,2664.0,OUT017
FDK28,4120.0,OUT013
FDV47,1304.0,OUT045
FDN21,2462.0,OUT045
FDP20,3494.0,OUT027
FDI35,2800.0,OUT045
DRY23,810.0,OUT013
FDA56,2062.0,OUT017
FDB09,2008.0,OUT013
NCO26,3304.0,OUT027
FDQ49,2306.0,OUT018
FDI52,3406.0,OUT027
FDZ44,3338.0,OUT027
FDZ09,2362.0,OUT018
FDY03,1966.0,OUT049
NCG42,2144.0,OUT017
DRI13,4916.0,OUT027
FDQ32,2104.0,OUT013
FDW16,1646.0,OUT035
FDU27,821.0,OUT046
FDR28,732.0,OUT010
FDQ49,656.0,OUT010
FDS37,1869.0,OUT046
FDW26,3282.0,OUT018
FDX12,3636.0,OUT018
NCP06,2417.0,OUT013
FDW45,404.0,OUT010
NCN30,1610.0,OUT049
FDN24,974.0,OUT049
NCL41,1994.0,OUT027
FDR02,-144.0,OUT019
FDD09,972.0,OUT010
FDS33,-500.0,OUT010
FDU22,1822.0,OUT045
FDI53,2664.0,OUT013
DRH01,2888.0,OUT049
FDX32,2368.0,OUT013
NCP30,410.0,OUT018
FDB60,3016.0,OUT045
FDB14,1662.0,OUT049
NCP02,1054.0,OUT035
FDJ10,2360.0,OUT017
FDG34,1837.0,OUT046
NCB18,1480.0,OUT017
FDM16,1374.0,OUT049
FDW25,1126.0,OUT018
FDB35,-400.0,OUT010
DRN11,2314.0,OUT013
FDF41,1980.0,OUT019
FDH16,1336.0,OUT045
NCQ50,3108.0,OUT018
DRH23,684.0,OUT018
DRJ37,2466.0,OUT013
DRJ24,4376.0,OUT027
FDY16,3090.0,OUT035
FDQ27,1660.0,OUT045
FDZ33,2272.0,OUT045
FDF29,2066.0,OUT045
FDA08,2758.0,OUT049
FDG31,1077.0,OUT046
FDE34,964.0,OUT019
NCR30,2628.0,OUT027
FDV33,4258.0,OUT035
DRZ24,1688.0,OUT018
NCL54,2869.0,OUT035
FDR12,2906.0,OUT049
NCC54,3781.0,OUT046
DRN59,818.0,OUT013
FDX50,-148.0,OUT019
FDV31,4282.0,OUT027
NCA29,4178.0,OUT027
FDW60,2974.0,OUT049
FDX08,2984.0,OUT017
DRD49,3762.0,OUT013
FDD33,3657.0,OUT046
FDW35,764.0,OUT013
FDJ36,1780.0,OUT017
FDV51,2774.0,OUT035
FDW36,1713.0,OUT046
FDH35,2633.0,OUT046
NCS30,3518.0,OUT027
FDN49,774.0,OUT017
FDL08,3654.0,OUT018
FDI09,3880.0,OUT013
FDP19,1818.0,OUT018
FDU21,-1312.0,OUT010
NCP41,1616.0,OUT045
FDY10,1852.0,OUT013
FDP12,434.0,OUT018
NCN26,1956.0,OUT049
FDK44,2808.0,OUT013
FDC28,1870.0,OUT049
FDJ41,5610.0,OUT027
NCT29,2072.0,OUT035
NCH42,1672.0,OUT019
FDU60,2470.0,OUT018
FDS02,3016.0,OUT045
FDC51,2037.0,OUT046
FDU03,2988.0,OUT013
FDX39,3312.0,OUT045
NCY05,-1326.0,OUT010
NCL06,5524.0,OUT027
FDD32,1482.0,OUT035
NCN41,1844.0,OUT045
NCX53,2348.0,OUT049
FDU57,512.0,OUT019
FDQ23,1681.0,OUT046
FDQ52,3828.0,OUT045
FDC14,644.0,OUT045
FDY09,2938.0,OUT035
FDQ28,2450.0,OUT045
FDV25,3505.0,OUT046
FDJ07,2002.0,OUT035
DRB25,1808.0,OUT049
FDK52,1660.0,OUT019
FDY52,2510.0,OUT027
FDB28,3129.0,OUT046
FDT36,742.0,OUT035
FDV25,3606.0,OUT017
NCN07,3514.0,OUT027
FDC57,3198.0,OUT017
FDQ03,3550.0,OUT018
FDU23,2756.0,OUT017
NCX41,3474.0,OUT035
NCD06,869.0,OUT035
FDW08,1618.0,OUT045
NCU29,2374.0,OUT017
NCE06,2565.0,OUT013
FDV52,4.0,OUT010
FDB02,2952.0,OUT017
NCR18,614.0,OUT045
FDK16,1622.0,OUT049
NCQ29,2118.0,OUT010
FDZ01,-180.0,OUT019
FDW27,2660.0,OUT035
FDD17,3522.0,OUT018
FDW39,2920.0,OUT013
DRH59,1102.0,OUT045
FDS52,1688.0,OUT013
FDU40,4550.0,OUT027
NCF54,2771.0,OUT013
FDH46,1618.0,OUT045
NCP14,1734.0,OUT049
FDH50,3082.0,OUT049
DRF15,538.0,OUT010
FDV27,2918.0,OUT027
NCJ06,2002.0,OUT049
FDN02,3006.0,OUT018
FDQ51,946.0,OUT049
FDQ07,3652.0,OUT017
FDS45,1850.0,OUT049
NCJ06,1824.0,OUT045
FDD36,2010.0,OUT035
FDY25,2822.0,OUT045
FDU52,2473.0,OUT046
DRK47,3676.0,OUT017
NCL30,2117.0,OUT017
FDN22,4146.0,OUT035
NCF30,3430.0,OUT027
FDK03,4214.0,OUT035
FDT45,1004.0,OUT017
NCC54,5200.0,OUT027
FDP08,2892.0,OUT018
FDU44,2649.0,OUT046
DRG39,1010.0,OUT035
FDU32,2078.0,OUT049
FDY27,2950.0,OUT049
NCP54,1991.0,OUT013
NCZ41,2110.0,OUT049
DRL49,2330.0,OUT013
FDI05,1038.0,OUT018
FDY56,3536.0,OUT045
DRC13,2110.0,OUT013
NCV29,2916.0,OUT017
FDR24,1594.0,OUT049
FDZ34,2798.0,OUT018
FDP37,2128.0,OUT035
FDX08,4330.0,OUT027
FDS57,2160.0,OUT045
NCG18,1734.0,OUT049
FDK25,2472.0,OUT018
FDH53,1494.0,OUT049
DRI59,3300.0,OUT018
FDA52,2853.0,OUT046
FDT20,-1264.0,OUT010
FDE36,736.0,OUT019
FDI24,2856.0,OUT017
FDB28,2906.0,OUT018
FDV11,2948.0,OUT017
FDP01,2505.0,OUT046
FDD34,4038.0,OUT027
FDJ50,2326.0,OUT027
FDZ44,1944.0,OUT013
DRO59,1360.0,OUT035
DRB48,638.0,OUT045
FDR21,2536.0,OUT018
NCE42,1786.0,OUT010
FDO23,1497.0,OUT046
NCE30,3084.0,OUT018
FDQ22,774.0,OUT035
FDY01,1792.0,OUT045
FDS08,2906.0,OUT017
FDG28,3714.0,OUT018
FDQ51,634.0,OUT018
FDB05,4018.0,OUT017
FDO56,2026.0,OUT049
FDE02,1234.0,OUT018
FDN45,3604.0,OUT017
FDS09,904.0,OUT013
NCA54,2610.0,OUT018
FDP09,1452.0,OUT010
FDC53,1512.0,OUT045
NCM55,3015.0,OUT017
FDL09,2478.0,OUT018
FDA11,-400.0,OUT019
FDA50,1426.0,OUT045
FDC23,2938.0,OUT017
FDE22,2634.0,OUT049
FDD23,3021.0,OUT046
NCA29,2826.0,OUT049
FDK38,2353.0,OUT046
DRC13,2019.0,OUT046
NCP43,2924.0,OUT049
FDX28,1718.0,OUT049
FDF08,1610.0,OUT049
FDZ33,2377.0,OUT046
FDD10,2998.0,OUT049
FDO58,2672.0,OUT017
FDI50,3784.0,OUT017
FDO58,2546.0,OUT045
FDX08,2920.0,OUT013
NCK17,-1242.0,OUT010
FDF39,4322.0,OUT035
FDU45,-68.0,OUT010
NCJ18,1588.0,OUT018
DRC27,1980.0,OUT019
DRC25,1510.0,OUT035
FDU59,2676.0,OUT035
FDU28,3178.0,OUT035
NCP30,673.0,OUT046
FDB39,674.0,OUT018
FDE41,1504.0,OUT013
DRH11,-998.0,OUT010
FDA58,3640.0,OUT045
FDU50,1909.0,OUT046
FDM34,2116.0,OUT013
FDM44,3102.0,OUT027
FDR39,2824.0,OUT045
FDM25,2748.0,OUT045
FDQ49,2650.0,OUT049
DRH25,644.0,OUT018
FDM09,4214.0,OUT027
FDL44,672.0,OUT019
NCR42,292.0,OUT018
DRL59,887.0,OUT046
FDX43,2728.0,OUT013
DRK47,1662.0,OUT010
FDU48,1860.0,OUT018
FDY12,784.0,OUT045
NCN43,1702.0,OUT018
NCM55,2646.0,OUT018
FDQ21,3438.0,OUT027
FDX13,4090.0,OUT035
NCK30,5424.0,OUT027
FDG20,2926.0,OUT049
DRG27,762.0,OUT017
FDY14,3920.0,OUT018
FDP59,1826.0,OUT035
FDU60,2828.0,OUT017
NCC18,760.0,OUT019
DRJ39,3542.0,OUT017
FDS07,1930.0,OUT049
FDM08,5030.0,OUT027
FDP51,1882.0,OUT045
FDU16,1518.0,OUT035
FDH12,1748.0,OUT013
DRE48,1210.0,OUT010
NCL42,5290.0,OUT027
FDR21,2724.0,OUT045
NCW29,2199.0,OUT035
FDO11,4048.0,OUT013
NCM31,2330.0,OUT049
FDV35,540.0,OUT019
FDF58,1116.0,OUT017
NCE43,2750.0,OUT049
FDA02,2472.0,OUT035
DRL37,-1158.0,OUT010
FDR24,1282.0,OUT018
FDW59,1462.0,OUT049
FDS22,922.0,OUT049
FDW24,916.0,OUT017
FDU24,1700.0,OUT035
FDA21,4430.0,OUT027
FDH58,3350.0,OUT027
FDW36,1428.0,OUT018
FDI45,4206.0,OUT027
FDU01,2768.0,OUT018
FDF35,3194.0,OUT027
FDU43,1904.0,OUT019
FDE24,376.0,OUT019
FDK50,2706.0,OUT049
FDG31,950.0,OUT045
FDC60,1404.0,OUT045
FDL36,1496.0,OUT013
FDP21,3104.0,OUT013
FDW16,1424.0,OUT045
FDX02,3644.0,OUT017
FDQ58,3934.0,OUT027
FDT51,1837.0,OUT046
FDD59,1450.0,OUT049
NCM42,1486.0,OUT018
FDA57,448.0,OUT018
FDZ48,1922.0,OUT035
FDE46,2344.0,OUT045
NCZ30,16.0,OUT019
FDB56,3130.0,OUT017
FDA25,3190.0,OUT027
FDD20,2056.0,OUT013
FDL25,1576.0,OUT013
NCO18,2890.0,OUT049
FDJ45,680.0,OUT017
FDR12,2884.0,OUT035
NCF19,-1158.0,OUT010
FDK25,2677.0,OUT046
NCR17,1813.0,OUT046
FDC52,2485.0,OUT046
NCA54,2939.0,OUT017
FDR45,1880.0,OUT010
NCM19,1908.0,OUT049
FDF39,5674.0,OUT027
FDX23,1670.0,OUT049
FDD58,3058.0,OUT027
FDX28,1672.0,OUT013
NCD31,2607.0,OUT013
FDU57,2200.0,OUT018
FDI27,825.0,OUT046
NCM42,1715.0,OUT046
FDD32,2830.0,OUT027
FDI34,3704.0,OUT013
NCM29,2160.0,OUT049
